type,name,iso_region,municipality,i94port,coordinate1,coordinate2
small_airport,Sandy Ridge Farms Airport,US-AR,Ashdown,57AR,-94.241666,33.660555
small_airport,Etna Airport,US-AR,Ozark,2AR1,-93.84306,35.369847
small_airport,Pegasus Airpark,US-OK,Guthrie,74OK,-97.489284,35.947724
heliport,Baptist Health Medical Center Conway Heliport,US-AR,Conway,1AR3,-92.419119,35.057783
small_airport,Brown Airstrip,US-OK,Marlow,OK81,-97.866694,34.684141
heliport,Manele Heliport,US-HI,Lanai,HI02,-156.913039,20.745933
small_airport,CCR Field,US-UT,Bluebell,UT27,-110.20875,40.303794
small_airport,Pettijohn Acres Landing,US-OK,Marlow,84OK,-98.077316,34.664608
small_airport,T & C Acres Airport,US-NY,Richard Springs,12NY,-74.931344,42.883902
heliport,Sam Hider Community Health Center Heliport,US-OK,Jay,OK87,-94.778663,36.435036
heliport,Glenwood Regional Medical Center Heliport,US-LA,West Monroe,1LA6,-92.156778,32.512084
small_airport,Berg Field,US-OH,Findlay,OH98,-83.687777,41.033333
heliport,Amistad Central Heliport,US-FL,Okeechobee,18FA,-80.692163,27.237333
heliport,Niazi Heliport,US-FL,Merritt Island,12FA,-80.6737833,28.27958
small_airport,Turnbull Airport,US-NY,Bloomfield,48NY,-77.396962,42.895647
small_airport,Boardman Airfield,US-NE,Henderson,NE83,-97.854027,40.753086
small_airport,Hogg Field,US-TX,Kennard,TS99,-95.159883,31.350488
small_airport,Pom Wonderful Airstrip,US-CA,Del Rey,0CA0,-119.587113,36.652744
heliport,Hennepin County Medical Center Heliport,US-MN,Minneapolis,9MN9,-93.262605,44.972055
small_airport,Southfork River Ranch Airport,US-ID,Stites,ID11,-115.962222,46.018888
heliport,ASP Lowell Heliport,US-AR,Lowell,46AR,-94.1621428,36.255987
small_airport,WWD Farms Airport,US-TX,Post,,-101.466267,33.136988
small_airport,Taylor Field,US-TX,Bivins,TE72,-94.162219,32.898052
small_airport,Tri-Rotor Ag Services Airport,US-AZ,Somerton,AZ25,-114.678947,32.55705
seaplane_base,Moving Cloud Island Seaplane Base,US-WI,Woodruff,1WI2,-89.686388,46.029444
heliport,Bexar Metro Medical Heliport,US-TX,San Antonio,TS42,-98.581023,29.582133
small_airport,Big Chino Airstrip,US-AZ,Paulden,AZ09,-112.6759,35.029614
small_airport,Flanders Field,US-TX,Lott,TS81,-97.07525,31.157444
medium_airport,34S Airport,US-U-A,,,-16.875,19.145168
small_airport,23R Airport,US-CA,Los Angeles,8559374,8.4375,11.523088
closed,Fort Kent Municipal Airport,US-ME,Fort Kent,,-68.579212,47.204206
closed,Watson Airport,US-ME,Pulpit Harbor,,-68.834624,44.175925
closed,Fernald Field,US-ME,Winterport,,-68.901057,44.647284
closed,Lucky Airport,US-ME,Lucky Landing,,-68.808365,44.904288
closed,St. Croix Airport,US-ME,Baring,,-67.304735,45.130651
closed,Ashland airport,US-ME,Ashland,,-68.393795,46.59822
closed,Ryders Skyport,US-NY,Gouverneur,,-75.380445,44.284875
closed,Sunbright Heliport,US-KY,Lexington,,-84.392236,37.925892
heliport,Mercy Mt. Orab Hospital Heliport,US-OH,Mount Orab,9OH0,-83.940905,39.045998
small_airport,Mattingly Field,US-IN,Martinsville,IN58,-86.262923,39.501336
heliport,Double D Ranch Heliport,US-PA,Mechanicsburg,70PA,-77.056113,40.2561
small_airport,Flyers Park Airport,US-OH,Newark,OH20,-82.306906,40.154066
heliport,Emerus Heliport,US-NV,North Las Vegas,NV24,-115.163186,36.240802
small_airport,La Rue Airport,US-OH,Old Washington,OH94,-81.482376,40.021791
heliport,Riverside Shore Memorial Hospital Heliport,US-VA,Onancock,3VG6,-75.723176,37.696297
small_airport,Oneida Lake Strip Airport,US-NY,Oneida,8NY7,-75.705722,43.169055
seaplane_base,Moon Landing Seaplane Base,US-FL,Orlando,FD21,-81.178136,28.376722
heliport,OPA Heliport,US-PA,Orwigsburg,7PA0,-76.114111,40.651027
small_airport,M Sansom Ranch Airport,US-TX,Paint Rock,06TS,-99.836575,31.421591
heliport,South Kohala Fire Station Helipad,US-HI,,,-155.834506,19.946485
closed,Waikoloa Air Strip,US-HI,,,-155.863337,19.918787
heliport,GAF Helistop Heliport,US-NJ,Parsippanny,1NJ3,-74.461376,40.844597
heliport,Sebastian River Medical Center Heliport,US-FL,Sebastian,FA03,-80.489663,27.842488
small_airport,Klenawicus Airfield,US-NY,Shelter Island,NY03,-72.327018,41.071008
closed,Dream Fields Airport,US-MS,Lucedale,,-88.465195,30.95449
heliport,Lane Regional Medical Center Heliport,US-LA,Zachary,3LA5,-91.138274,30.646977
small_airport,Goins Airport,US-WI,Two Rivers,99WI,-87.631388,44.179166
heliport,CHI St. Luke's Hospital Heliport,US-TX,Sugarland,42TE,-95.61886,29.60647
small_airport,Wildcat Airport,US-TX,Sterling City,46TE,-101.06,31.849722
heliport,John Hopkins All Children's Hospital Heliport,US-FL,St. Petersburg,FL14,-82.640692,27.76513
heliport,Muddy Bottoms Heliport,US-LA,Springhill,LA94,-93.499254,32.941501
heliport,Isle of Wight Volunteer Rescue Squad Heliport,US-VA,Smithfield,VA90,-76.634444,36.961165
small_airport,Itll Do Airfield,US-TX,Sandia,1XS0,-97.894114,27.990591
small_airport,Dow Ranch Airport,US-TX,Kerens,63TX,-96.177127,32.010311
small_airport,Flying L Airport,US-WA,Glenwood,10WA,-121.274985,46.0248
heliport,Fraundorfer Heliport,US-WI,Fulton,11WI,-89.062412,42.81513
small_airport,Paducah Airport,US-TX,Paducah,2TS5,-100.343611,34.023333
heliport,Lifecare Medical Center Heliport,US-MN,Roseau,7MN5,-95.761388,48.838611
heliport,Dell Seton Medical Center Heliport,US-TX,Austin,68TX,-97.734388,30.27575
small_airport,Colvin Airport,US-OH,Bellevue,OH86,-82.828802,41.345256
small_airport,Glenwood Field,US-SD,Beresford,SD29,-96.876605,43.000891
small_airport,Rock Ridge Airport,US-OK,Blanchard,2OK3,-97.742605,35.098644
small_airport,Fourth Creek Ranch Airport,US-TX,Booker,TS79,-100.396608,36.324061
small_airport,White Field Airport,US-FL,Branford,FD95,-82.925027,29.974944
heliport,Pela 15 Heliport,US-TN,Columbia,1TN1,-87.044083,35.778638
heliport,Baptist Health Corbin Heliport,US-KY,Corbin,98KY,-84.120443,36.923333
small_airport,Field of Dreams Airport,US-FL,Dade City,FD59,-82.240916,28.470277
heliport,Essentia Hospital Heliport,US-MN,Fosston,MN97,-95.737955,47.571683
closed,Not anywhere near Oklahoma city,US-OK,,,0.7,0.5
seaplane_base,Lake Cochrane Seaplane Base,US-SD,Gary,SD2,-96.474541,44.709763
closed,"Not Allentown unless they moved it to the middle of the Atlantic Ocean, which I doubt",US-PA,,,0.8,0.7
heliport,Childrens Hospital Colorado Heliport,US-CO,Highlands Ranch,CO13,-105.009323,39.556938
closed,Not DTW although Detroit can be just as isolated,US-U-A,,,0.8,0.6
heliport,Memorial Hermann Southwest Hospital Heliport,US-TX,Houston,TS98,-95.520133,29.694205
seaplane_base,Flying Floats Base Seaplane Base,US-WI,Three Lakes,8WI7,-89.143985,45.864622
heliport,Blackwater Heliport,US-CA,Temecula,CN35,-117.041322,33.499701
heliport,Camelback Mountain Resort Heliport,US-PA,Tannersville,21PA,-75.347571,41.054645
heliport,Memorial Hermann Sugar Land Hospital Heliport,US-TX,Sugar Land,TX89,-95.688863,29.56545
heliport,Belleharbour Heliport,US-VA,Suffolk,17VA,-76.450338,36.863182
small_airport,Red Oak Airport,US-MO,Owensville,MO48,-91.421386,38.337308
small_airport,Big Creek Ranch Airstrip,US-OK,South Coffeyville,OK88,-95.463297,36.914455
small_airport,Twin Cities,US-U-A,"Tabor City,NC",,0.0,0.0
small_airport,Pro Agri Airport,US-TX,Ropesville,TS84,-102.314005,33.401761
small_airport,M & M Airfield,US-NY,Rome,NY53,-75.401271,43.183793
small_airport,Doren Field,US-MI,Cedar Springs,77MI,-85.593887,43.198703
seaplane_base,Summer Lakes Seaplane Base,US-FL,Orlando,FD43,-81.480831,28.5275
heliport,GAC Waterfront Heliport,US-FL,Navarre,FD32,-86.860526,30.400611
seaplane_base,Jones Brothers East Seaplane Base,US-FL,Mount Dora,FD68,-81.652941,28.794108
small_airport,Mettler Airport,US-SD,Menno,SD77,-97.558545,43.277774
small_airport,(Duplicate)Grandpa's Farm Mendota Airport,US-IL,Mendota,IL22,1e-06,1e-06
heliport,Melrose Hospital Heliport,US-MN,Melrose,MN78,-94.8262469,45.675767
small_airport,Horning Farms Airstrip,US-OK,Marlow,92OK,-98.014461,34.730738
small_airport,Malcom Farm Airport,US-OK,Marlow,OK91,-98.044016,34.643097
small_airport,L&L Airport,US-OK,Marlow,OK89,-97.898155,34.693435
heliport,Centracare Health-Long Prairie Heliport,US-MN,Long Prairie,8MN9,-94.849217,45.973136
heliport,High Alpine Heliport,US-MT,Big Sky,MT16,-111.375716,45.228889
small_airport,Aileron Orchards Airport,US-AZ,Dolan Springs,AZ49,-114.132097,35.788866
heliport,University of Miami Hospital Heliport,US-FL,Miami,07FD,-80.215555,25.787777
heliport,Gray Ranch Company Heliport,US-OK,Sulphur,2OK8,-96.758944,34.403607
small_airport,TK Airport,US-OK,Hydro,3OK2,-98.466734,35.551608
small_airport,Murdocks Flying V Airport,US-VA,Boydton,3VG4,-78.408189,36.734008
heliport,Bacon's Heliport,US-OK,Disney,44OK,-94.967911,36.501288
small_airport,Rush Springs Airstrip,US-OK,Rush Springs,4OK2,-97.974296,34.815369
small_airport,Hermann-Faulk Airfield,US-MO,Silex,54MO,-90.9588,39.142616
small_airport,Hillview Airport,US-PA,Auburn,2PA2,-76.13695,40.5986
heliport,DR2 Heliport,US-PA,Fogelsville,3PA3,-75.643047,40.602561
small_airport,Big Bar Airport,US-ID,Lucile,1DA,-116.530917,45.534577
closed,Lehman Airport,US-PA,Dallas,,-76.044401,41.3195
heliport,Varnell Heliport,US-TX,Austin,5TA7,-97.960985,30.18213
heliport,Sanford Bagley Heliport,US-MN,Bagley,86MN,-95.401788,47.52658
heliport,Mercy Clermont Hospital Heliport,US-OH,Batavia,5OH0,-84.145274,39.079158
heliport,UH-Broadview Heights Health Center Heliport,US-OH,Broadway Heights,48OH,-81.647611,41.3189721
small_airport,Chuck's Private Airstrip,US-OK,Cashion,4OK6,-97.671224,35.840166
small_airport,RNR Farms Airport,US-WA,Cathlamet,79WA,-123.361977,46.166444
small_airport,White Oak Field,US-OH,Centerburg,OH87,-82.7723125,40.338962
small_airport,Wedding Cake Ranch Airport,US-NM,Clayton,NM14,-103.1985,36.979138
heliport,Manclark Airway Heliport,US-CA,Costa Mesa,CA30,-117.873166,33.675027
heliport,Ulster Heights Kingdom Heliport,US-NY,Ellenville,NY14,-74.45861,41.755
small_airport,Carr Creek Airport,US-MO,Ellington,93MO,-91.1233,37.203261
seaplane_base,Eagles Nest 4 Seaplane Base,US-MN,Ely,73MN,-92.061058,47.830927
small_airport,Willow Creek Trading Post Airport,US-NV,Ely,NV99,-114.82994,39.036757
seaplane_base,Clearwater Seaplane Base,US-MN,Leonard,21MN,-95.204433,47.734533
heliport,Northeast Methodist Hospital Heliport,US-TX,Live Oak,XS10,-98.350527,29.553092
small_airport,Reed Mine Airport,US-NC,Locust,5NC3,-80.457833,35.299386
small_airport,In The Trenches Airport,US-TX,Longview,XS02,-94.824508,32.510025
heliport,Marquette Regional Hospital Heliport,US-MI,Marquette,76MI,-87.406387,46.544083
heliport,Avera Marshall Regional Medical Center Heliport,US-MN,Marshall,17MN,-95.777497,44.447054
heliport,Meister's Heliport,US-WI,New Richmond,WI71,-92.573872,45.1991322
heliport,St Elizabeth's Hospital Heliport,US-IL,O'Fallon,09IL,-89.9341,38.583295
small_airport,Rose Ranch Airport,US-TX,Olton,XS06,-102.171294,34.122905
heliport,Loma Ridge Communication Center Heliport,US-CA,Orange,57CA,-117.744125,33.765533
seaplane_base,Ritz Carlton Grande Lakes Seaplane Base,US-FL,Orlando,25FD,-81.435814,28.39938
small_airport,Markley Farm Airport,US-OH,Orrville,OH24,-81.766497,40.875694
small_airport,Hidden Hills Ranch Airport,US-NY,Palmyra,NY33,-77.239176,43.109332
heliport,AE139 Heliport,US-TX,Paris,2TS6,-95.548374,33.68932
small_airport,Red Rock South Airport,US-OK,Perry,OL12,-97.161666,36.421666
small_airport,Sunrise Valley Ranch Lodge Airport,US-OR,Prineville,29OR,-120.280458,44.012486
small_airport,Sky Ranch Airport,US-OH,West Jefferson,49OH,-83.236398,39.935451
heliport,Air Evac 122 Heliport,US-OK,Weatherford,4OK1,-98.662363,35.539863
heliport,Kennedy Health System Heliport,US-NJ,Washington Township,9NJ9,-75.0652111,39.735537
heliport,Temecula Valley Hospital Heliport,US-CA,Temecula,98CL,-117.107989,33.480208
heliport,Rancho Milagro Heliport,US-NM,Taos,NM13,-105.652823,36.535953
heliport,Kennedy Memorial Hospital Heliport,US-NJ,Stratford,JY11,-75.00625,39.827759
heliport,Sparrow Clinton Hospital Heliport,US-MI,St Johns,69MI,-84.55375,42.993163
heliport,Mercy Health Heliport,US-MI,Shelby,62MI,-86.364437,43.607086
closed,Jamros Airport,US-MI,Negaunee,,-87.512548,46.497886
small_airport,Dorton Airport,US-MO,Richmond,03MO,-93.992421,39.288831
small_airport,Oakhaus Landing Airport,US-OH,Raymond,5OH6,-83.5239,40.353855
heliport,Atlantic Health Jets Training Center Heliport,US-NJ,Florham Park,25NJ,-74.417501,40.780555
small_airport,Rolling Hills Airport,US-MN,Westbrook,3MN4,-95.385325,43.950842
heliport,Black Rock Heliport,US-NM,Zuni,NM1,-108.78835,35.084975
small_airport,Richmond Plantation Airport,US-LA,Forest Hill,07LA,-92.632875,31.053
heliport,Bell South Airfield Heliport,US-TX,Bell South Airfield Heliport,XS04,-97.146067,32.797005
small_airport,P-L Ranch Airport,US-WA,Lacey,08WA,-122.726274,46.969757
small_airport,Buy Generic Cytotec Online Without A Prescription. Buy Cytotec Online 100 mg fast free delivery,US-NY,,,3.0,1.0
medium_airport,Buy Lyrica online (Pregabalin) 150mg capsules without prescription. Buy lyrica online.,US-U-A,,,3.1666666666667,-1.1666666666667
medium_airport,"Buy Lyrica online. Discount Lyrica 75 mg online. Buy Lyricaa Uk, Canada, AUSTRALIA",US-U-A,,,-2.1666666666667,-2.1666666666667
small_airport,Mitch Veenstra Airport,US-MI,Hudsonville,MI39,-85.839108,42.852236
heliport,The Christ Hospital Medical Center Heliport,US-OH,Hamilton,71OH,-84.360805,39.375444
large_airport,JFK,US-NY,New York,,0.0,0.0
small_airport,Bent Hickory Air Ranch Airport,US-AR,Point Cedar,0AR3,-93.259288,34.328029
small_airport,Gove County Airport,US-KS,Quinter,1QK,-100.233881,39.038609
seaplane_base,Lily Lake Seaplane Base,US-MN,Grand Rapids,12MN,-93.512675,47.219743
small_airport,Shady Lane Airport,US-MI,St Johns,M99,-84.548389,43.061202
closed,Lyons Airpark,US-AL,Rainsville,,-85.793858,34.489747
small_airport,Bar Lazy B Airport,US-NE,O'Neill,NE89,-98.602015,42.759858
small_airport,Miller Airport,US-NY,Canastota,3NY1,-75.785866,43.155194
heliport,Harvey Gulf Heliport,US-LA,Golden Meadow,9LA0,-90.201486,29.139916
closed,Victory Field,US-TX,Vernon,,-99.289526,34.0784
small_airport,Twin Forks Airport,US-GA,Chickamauga,GA77,-85.250361,34.872083
heliport,Guardian Centers of Georgia Heliport,US-GA,Perry,GA97,-83.7496111,32.501277
small_airport,Woodley 2 Airport,US-IL,Walnut,5IL8,-89.655636,41.522504
heliport,St Joseph's Regional Medical Center Edison Lakes Heliport,US-IN,Mishawaka,5IN2,-86.17585,41.706638
small_airport,Tracy Airport,US-KS,Manhattan,5KS6,-96.473601,39.2348
closed,Bunn Airport,US-IL,Nebo,,-90.723736,39.393103
closed,Sellers Airport,US-IN,Triumph,,-88.937579,41.513921
heliport,Conshohocken Heliport,US-PA,Conshohocken,5PA8,-75.302362,40.069583
small_airport,Ellis Airport,US-NC,Hobgood,NC84,-77.37722,36.04256
small_airport,LevAirport,US-TN,Pulaski,6TN5,-86.831065,35.248077
small_airport,Oldstown Flying Tails Airport,US-OH,Cortland,81OH,-80.792076,41.324025
small_airport,Muncy Airport,US-OK,Hydro,05OK,-98.541708,35.471364
small_airport,Rocky Pond Airstrip,US-WA,Orondo,13WA,-120.133558,47.770535
small_airport,Derick Ultralight Flightpark,US-PA,Newburg,PA07,-77.518326,40.194217
small_airport,Embarcadero Airport,US-TX,McKinney,XS42,-96.516722,33.266375
small_airport,Peaster 01 Airport,US-TX,Weatherford,XS53,-97.862247,32.850488
small_airport,La Parra Ranch Airport,US-TX,Sarita,XS63,-97.69765,27.225577
heliport,Claytime Heliport,US-TX,Bay City,XS74,-95.9818722,29.004764
small_airport,South Tajos Ranch Airport,US-TX,Sarita,XS92,-97.6676639,26.8679333
small_airport,Cardinal Field,US-TX,Cardinal Field,XS95,-96.987,29.256694
small_airport,Ugashik Narrows Airport,US-AK,King Salmon,AA05,-156.78832,57.558765
heliport,St Vincent North Hospital Heliport,US-AR,North Little Rock,1AR8,-92.2073722,34.813552
heliport,Memorial Hospital Los Banos Heliport,US-CA,Los Banos,CA80,-120.858965,37.064535
small_airport,Zamora Airport,US-CA,Woodland,97CA,-121.830694,38.79925
heliport,Silo Heliport,US-CT,Harwinton,07CT,-73.049894,41.793145
heliport,Air Evac Base 86 Heliport,US-GA,Americus,GA07,-84.253033,32.066873
small_airport,Blackhawk Airport,US-IN,Lake Village,IN39,-87.394207,41.14089
heliport,Agfertilizers Heliport,US-MT,Great Falls,MT17,-111.451075,47.54505
small_airport,Black I Ranch Airport,US-OK,Carrier,8OK4,-98.103888,36.442222
small_airport,Grass Strip Airport,US-OK,Chandler,8OK6,-96.874736,35.814108
small_airport,Lawles Airport,US-OK,Hydro,60OK,-98.509241,35.502414
heliport,Mercy Hospital Kingfisher Heliport,US-OK,Kingfisher,30OK,-97.945483,35.809741
small_airport,Jim Pettijohn Memorial Airport,US-OK,Marlow,7OK8,-98.102794,34.66155
small_airport,VR Airstrip,US-PA,Marlow,2OK0,-97.79248,34.65693
closed,Werries Airport,US-IL,Concord,,-90.367778,39.80637
heliport,Centegra Hospital-Huntley Heliport,US-IL,Huntley,IL74,-88.398956,42.177477
small_airport,Sisk Restricted Landing Area,US-IL,Dunlap,IL72,-89.707394,40.852969
closed,Wildcat Air Landing Area,US-IN,Lafayette,,-86.7652847,40.4347578
closed,Cascabel Air Park,US-AZ,Tucson,,-110.364423,32.300662
small_airport,CLE,US-U-A,Cleveland,,0.0,0.0
heliport,Waldo County General Hospital Heliport,US-ME,Belfast,98ME,-68.994053,44.413275
balloonport,Murphy's Landing Balloonport,US-CT,Bethlehem,CT30,-73.1894444,41.666664
heliport,Calais Regional Hospital Heliport,US-ME,Calais,46ME,-67.267936,45.177134
small_airport,Double Circle Ranch Airport,US-AZ,Clifton,AZ66,-109.494464,33.340547
small_airport,Kutcher-Lakeview Airport,US-CO,Galeton,CO26,-104.458293,40.519204
heliport,Advocate Sherman Hospital Heliport,US-IL,Elgin,25LL,-88.329757,42.072178
small_airport,Terhark Airport,US-WI,Elkhorn,86WI,-88.43036,42.6594
small_airport,Culp Airport,US-IN,Francesville,IN27,-86.91315,40.9998
seaplane_base,Aero Estates Seaplane Base,US-TX,Frankston,TX1,-95.4324805,32.0791751
heliport,North Ottawa Community Hospital Heliport,US-MI,Grand Haven,84MI,-86.230092,43.051425
seaplane_base,Seaplane Scenics at Carillon Point Seaplane Base,US-WA,Kirkland,WA32,-122.21,47.66
closed,Lamesa Army Airfield,US-TX,Lamesa,,-101.92,32.844721
heliport,North Campus South Lake Hospital Heliport,US-FL,Leesburg,90FA,-81.850833,28.671944
heliport,Brady Sullivan-Elm Helistop,US-NH,Manchester,NH34,-71.465319,42.992317
heliport,Millinocket Regional Heliport,US-ME,Millinocket,ME50,-68.716977,45.653266
small_airport,Greater Breezewood Regional Airport,US-PA,Breezewood,P17,-78.297736,39.874077
small_airport,Yates RLA Airport,US-IL,Murrayville,IL29,-90.21558,39.533005
heliport,Rancho Springs Medical Center EMS Landing Site Heliport,US-CA,Murrieta,CA17,-117.183369,33.557747
small_airport,Two Hearted Airstrip,US-MI,Newberry,6Y5,-85.422095,46.693345
heliport,Grant Regional Health Center Heliport,US-WI,Lancaster,5WI9,-90.708073,42.843453
small_airport,Foggy Bottom Airport,US-TX,Winnsboro,77TE,-95.293183,33.037235
small_airport,Dulpicate - Shelter Cove Airport,US-CA,Whitethorn,K0Q5,124.071117,40.028916
small_airport,Duplicate - Shelter Cove Airport,US-CA,Whitethorn,K0Q5,0.0,40.028916
small_airport,Sweet Springs Airport,US-AR,Searcy,35AR,-91.8756361,35.3118056
seaplane_base,Harmon Seaplane Base,US-LA,Scott,0LA6,-92.085515,30.249066
heliport,Redmond Regional Medical Center Heliport,US-GA,Rome,GA12,-85.193963,34.277588
heliport,York Hospital Heliport,US-ME,York,ME94,-70.650669,43.141583
heliport,Tufts Medical Center Heliport,US-MA,Boston,MA66,-71.063223,42.349037
small_airport,A J Patrol Airport,US-LA,Crowley,LS09,-92.333328,30.142781
small_airport,Big Sandy Airport,US-AZ,Kingman,AZ71,-113.586643,34.870757
small_airport,Seven J Stock Farm Airport,US-TX,Crockett,85XS,-95.702811,31.103611
small_airport,Ranch at Double Gates Airport,US-TX,Coleman,88XS,-99.41604,31.600461
heliport,South Campus South Lake Hospital Heliport,US-FL,Clermont,40FA,-81.673346,28.351187
small_airport,Mosquito Strip Airport,US-OH,Bristolville,20OH,-80.813375,41.393744
small_airport,W E Ranch Airport,US-ID,Thatcher,0ID,-111.777543,42.448186
small_airport,Merrill Ranch Ultralight Flightpark,US-OK,Mounds,01OK,-96.026122,35.895353
heliport,SSJ Heliport,US-MI,Hickory Corners,24MI,-85.416805,42.440114
small_airport,Flying J Airport,US-TX,Sadler,15TX,-96.843558,33.754547
small_airport,3 Mill Ranch Airport,US-TX,Mountain Home,44XS,-99.473784,30.284427
heliport,STS VIP Heliport,US-TX,Creedmoor,4XS8,-97.72675,30.099886
small_airport,Arrington Ranch Airport,US-TX,Skellytown,7XS5,-101.1613,35.531994
small_airport,Bemaroy Airport,US-TX,Pear Valley,8XS0,-99.492819,31.30605
heliport,Hill Country Memorial Hospital Heliport,US-TX,Fredericksburg,3TX8,-98.880611,30.262778
heliport,Texas Children's Hospital The Woodlands Heliport,US-TX,The Woodlands,8XS1,-95.456257,30.200047
small_airport,Cole Ranch Airport,US-TX,Victoria,94XS,-96.992837,29.001392
closed,Lake Washington Airport,US-MS,Foote,,-91.06844,33.107344
heliport,ORMC Helistop,US-TX,Odessa,XS29,-102.363762,31.852906
heliport,Muscogee (Creek) Nation Community Hospital Heliport,US-OK,Okemah,6OK5,-96.275832,35.422778
small_airport,Green Acres Airfield,US-TX,Pampa,XS28,-100.993814,35.454127
heliport,Centracare Health Heliport,US-MN,Monticello,MN93,-93.777509,45.30058
heliport,LOMO 4 Heliport,US-MO,Sunrise Beach,MO42,-92.642544,38.172753
small_airport,0c2,US-IL,,,0.0,0.0
closed,Balcer Aero South Airport,US-MO,Jefferson City,,-92.21799,38.505465
small_airport,Dead Cow Lakebed Airstrip,US-NV,"Herlong, CA",HSFIDCL,-119.907335,40.147755
heliport,Richfield Station Heliport,US-PA,Richfield,0PA0,-77.126431,40.684303
heliport,"VRS, Inc. Heliport",US-FL,St. Petersburg,1FL4,-82.682233,27.81355
heliport,Wang Heliport,US-NY,Cove Neck,24NY,-73.491603,40.889792
heliport,Donagher Residence Heliport,US-PA,Mechanicsburg,2PA0,-77.059326,40.247492
heliport,Florida Hospital Waterman Heliport,US-FL,Tavares,32FL,-81.710528,28.824408
small_airport,Comanche Hills Ranch Airport,US-TX,Lampasas,71XS,-98.245888,31.166855
small_airport,Sherman Farm Air Airport,US-TX,Lockney,,-101.443302,34.323601
heliport,LQLZ Heliport,US-TX,La Grange,76XS,-96.952806,29.987475
heliport,Carova Beach Volunteer Fire and Rescue Heliport,US-NC,Corolla,7NC0,-75.865337,36.516636
small_airport,J A Knolle Airport,US-TX,Sandia,8XS3,-97.820567,27.993892
small_airport,Underline OK Airport,US-TX,Springtown,93XS,-97.713833,32.929111
small_airport,Blue Ridge Airport,US-UT,Blue Ridge,99XS,-96.446889,33.294014
heliport,Price Valley Helibase,US-ID,New Meadows,ID08,-116.437389,45.020639
small_airport,Spirit Lake Municipal Airport,US-IA,Spirit Lake,0F3,-95.139198303223,43.387500762939
small_airport,Jefferson River Airport,US-MT,Twin Bridges,MT62,-112.328003,45.608981
small_airport,Stieger Field,US-NC,Hickory,NC78,-81.427555,35.574944
heliport,Moab Helibase,US-UT,Moab,UT07,-109.436056,38.481555
small_airport,Allens Airport,US-NC,Rockfish,,-79.074586,34.974116
small_airport,Noles Field,US-NC,Angier,4NC2,-78.592778,35.545278
seaplane_base,Sunnyside Seaplane Base,US-MN,Hackensack,3MN5,-94.568387,46.9717111
heliport,Memorial Hospital of Lafayette County Heliport,US-WI,Darlington,93WI,-90.109715,42.684257
small_airport,Crow Valley Airport,US-WA,Eastsound,WA39,-122.953586,48.650361
small_airport,Gregg Airport,US-OK,Edmond,7OK1,-97.361257,35.742167
heliport,Texas Childrens Downtown Heliport,US-TX,Houston,7XS2,-95.402737,29.70813
small_airport,Sunburst Field,US-PA,Lancaster,4PA7,-76.4376528,40.0587833
heliport,IU Health Morgan Heliport,US-IN,Martinsville,IN84,-86.404614,39.425052
heliport,Endless Mountains Health Systems Heliport,US-PA,Montrose,9PA1,-75.8373611,41.8380917
small_airport,Bill Lee Memorial Airport,US-MO,Rogersville,MO18,-93.093217,37.124789
heliport,Primary Childrens Medical Center Heliport,US-UT,Salt Lake City,UT08,-111.839078,40.771036
small_airport,PL Fuller Rough Creek Ranch Airport,US-TX,Snyder,60XS,-100.893908,32.893325
large_airport,JFK,US-NY,New York City,,0.0,0.0
heliport,United States Military Academy Heliport,US-NY,West Point,NY85,-73.956403,41.397662
closed,Elliott Homestead Landing Strip,US-NY,Margaretville,,-74.699387,42.244104
closed,Airlift Helicopters Heliport,US-NV,Reno,,-119.895933,39.616917
closed,Kardys Airport,US-TX,Cibolo,,-98.246956,29.576062
small_airport,Di's Cajun Restaurant Airport,US-LA,Iota,LA52,-92.583028,30.368708
small_airport,Mount Moriah Field,US-AR,Murfreesboro,02AR,-93.6965,34.116945
heliport,Illinois Wing & Rotor Heliport,US-IL,Villa Grove,7IL5,-88.142777,39.897222
closed,Keiley Ranch Strip Airport,US-MT,Avon,,-112.665658,46.778673
small_airport,Maverick Field,US-WI,Pembine,WI90,-87.955158,45.654367
small_airport,Nelson Ranch Airport,US-MT,Lincoln,MT21,-112.546111,47.05362
closed,Hanson Field,US-NE,Bertrand,,-99.640115,40.622509
closed,Barton Oaks Heliport,US-TX,Austin,,-97.780596,30.26395
closed,Igloo Heliport,US-AK,Cantwell,,-149.363855,63.188748
closed,Hayesport Airport,US-TX,Collinsville,,-96.975431,33.543448
closed,Crists' Sky Ranch Airport,US-NE,Crete,,-96.901972,40.622226
closed,Sportsmans Field,US-MT,Ennis,,-111.7352525,45.3538165
closed,Donovan Airstrip,US-MT,,,-113.272078,44.926931
closed,Hirschy Landing Strip,US-MT,,,-113.435281,45.438041
closed,Hilltop Airport,US-GA,Fairburn,,-84.655766,33.605389
small_airport,Fort Parker Flying Field,US-TX,Groesbeck,01TS,-96.546095,31.565251
small_airport,Double H Ranch Airport,US-OK,Rush Springs,OK40,-97.900578,34.728253
closed,Conner Airport,US-CA,Goffs,,-115.221257,35.097004
closed,Haynesville Airport,US-LA,Haynesville,,-93.138785,32.986107
closed,Ox Bow Ranch Airport,US-MT,Helena,,-112.001854,46.978202
